episode,reward,pdr
1652,17.0,1
1653,19.5,1
1654,19.5,1
1655,14.5,1
1656,14.5,1
1657,14.5,1
1658,19.5,1
1659,17.0,1
1660,-15.5,0
1661,17.0,1
1662,-0.5,0
1663,-28.0,0
1664,19.5,1
1665,19.5,1
1666,17.0,1
1667,17.0,1
1668,19.5,1
1669,17.0,1
1670,19.5,1
1671,-10.5,0
1672,14.5,1
1673,17.0,1
1674,14.5,1
1675,17.0,1
1676,17.0,1
1677,14.5,1
1678,17.0,1
1679,17.0,1
1680,17.0,1
1681,14.5,1
1682,19.5,1
1683,-3.0,0
1684,17.0,1
1685,2.0,1
1686,17.0,1
1687,14.5,1
1688,17.0,1
1689,17.0,1
1690,9.5,1
1691,17.0,1
1692,14.5,1
1693,17.0,1
1694,9.5,1
1695,17.0,1
1696,14.5,1
1697,14.5,1
1698,-68.0,0
1699,14.5,1
1700,17.0,1
1701,19.5,1
1702,14.5,1
1703,17.0,1
1704,17.0,1
1705,17.0,1
1706,14.5,1
1707,19.5,1
1708,14.5,1
1709,14.5,1
1710,7.0,1
1711,19.5,1
1712,14.5,1
1713,14.5,1
1714,17.0,1
1715,17.0,1
1716,19.5,1
1717,17.0,1
1718,19.5,1
1719,14.5,1
1720,17.0,1
1721,14.5,1
1722,17.0,1
1723,17.0,1
1724,17.0,1
1725,17.0,1
1726,9.5,1
1727,17.0,1
1728,17.0,1
1729,14.5,1
1730,7.0,1
1731,14.5,1
1732,-0.5,0
1733,19.5,1
1734,14.5,1
1735,17.0,1
1736,17.0,1
1737,-35.5,0
1738,-10.5,0
1739,14.5,1
1740,19.5,1
1741,-23.0,0
1742,17.0,1
1743,14.5,1
1744,19.5,1
1745,17.0,1
1746,-18.0,0
1747,17.0,1
1748,17.0,1
1749,17.0,1
1750,-25.5,0
1751,7.0,1
1752,17.0,1
1753,14.5,1
1754,17.0,1
1755,17.0,1
1756,17.0,1
1757,14.5,1
1758,17.0,1
1759,14.5,1
1760,17.0,1
1761,-5.5,0
1762,9.5,1
1763,17.0,1
1764,17.0,1
1765,17.0,1
1766,17.0,1
1767,14.5,1
1768,17.0,1
1769,17.0,1
1770,-0.5,0
1771,17.0,1
1772,17.0,1
1773,14.5,1
1774,19.5,1
1775,14.5,1
1776,14.5,1
1777,12.0,1
1778,19.5,1
1779,19.5,1
1780,17.0,1
1781,17.0,1
1782,14.5,1
1783,-5.5,0
1784,-3.0,0
1785,14.5,1
1786,-13.0,0
1787,2.0,1
1788,19.5,1
1789,14.5,1
1790,19.5,1
1791,14.5,1
1792,17.0,1
1793,2.0,1
1794,7.0,1
1795,14.5,1
1796,-30.5,0
1797,19.5,1
1798,17.0,1
1799,14.5,1
1800,-3.0,0
1801,17.0,1
1802,4.5,1
1803,17.0,1
1804,17.0,1
1805,17.0,1
1806,-43.0,0
1807,17.0,1
1808,19.5,1
1809,12.0,1
1810,17.0,1
1811,17.0,1
1812,-8.0,0
1813,-68.0,0
1814,17.0,1
1815,7.0,1
1816,14.5,1
1817,17.0,1
1818,14.5,1
1819,-33.0,0
1820,17.0,1
1821,17.0,1
1822,-68.0,0
1823,17.0,1
1824,17.0,1
1825,-68.0,0
1826,17.0,1
1827,14.5,1
1828,14.5,1
1829,17.0,1
1830,17.0,1
1831,17.0,1
1832,19.5,1
1833,17.0,1
1834,19.5,1
1835,7.0,1
1836,19.5,1
1837,17.0,1
1838,7.0,1
1839,17.0,1
1840,14.5,1
1841,17.0,1
1842,17.0,1
1843,17.0,1
1844,14.5,1
1845,19.5,1
1846,14.5,1
1847,-10.5,0
1848,17.0,1
1849,19.5,1
1850,14.5,1
1851,17.0,1
1852,19.5,1
1853,-28.0,0
1854,14.5,1
1855,17.0,1
1856,19.5,1
1857,12.0,1
1858,14.5,1
1859,17.0,1
1860,17.0,1
1861,19.5,1
1862,-48.0,0
1863,17.0,1
1864,19.5,1
1865,-18.0,0
1866,17.0,1
1867,14.5,1
1868,4.5,1
1869,17.0,1
1870,17.0,1
1871,17.0,1
1872,17.0,1
1873,17.0,1
1874,-5.5,0
1875,17.0,1
1876,17.0,1
1877,17.0,1
1878,14.5,1
1879,17.0,1
1880,17.0,1
1881,14.5,1
1882,19.5,1
1883,14.5,1
1884,17.0,1
1885,19.5,1
1886,17.0,1
1887,2.0,1
1888,19.5,1
1889,14.5,1
1890,14.5,1
1891,-8.0,0
1892,17.0,1
1893,19.5,1
1894,17.0,1
1895,14.5,1
1896,12.0,1
1897,17.0,1
1898,14.5,1
1899,19.5,1
1900,-0.5,0
1901,-0.5,0
1902,19.5,1
1903,14.5,1
1904,17.0,1
1905,14.5,1
1906,19.5,1
1907,17.0,1
1908,17.0,1
1909,14.5,1
1910,14.5,1
1911,17.0,1
1912,17.0,1
1913,12.0,1
1914,7.0,1
1915,17.0,1
1916,17.0,1
1917,-3.0,0
1918,14.5,1
1919,17.0,1
1920,17.0,1
1921,17.0,1
1922,14.5,1
1923,4.5,1
1924,7.0,1
1925,17.0,1
1926,17.0,1
1927,9.5,1
1928,17.0,1
1929,17.0,1
1930,-3.0,0
1931,14.5,1
1932,19.5,1
1933,17.0,1
1934,17.0,1
1935,7.0,1
1936,19.5,1
1937,17.0,1
1938,17.0,1
1939,14.5,1
1940,17.0,1
1941,17.0,1
1942,19.5,1
1943,14.5,1
1944,-8.0,0
1945,17.0,1
1946,9.5,1
1947,17.0,1
1948,14.5,1
1949,17.0,1
1950,7.0,1
1951,17.0,1
1952,14.5,1
1953,12.0,1
1954,-5.5,0
1955,-23.0,0
1956,14.5,1
1957,17.0,1
1958,17.0,1
1959,14.5,1
1960,17.0,1
1961,17.0,1
1962,17.0,1
1963,7.0,1
1964,-13.0,0
1965,14.5,1
1966,17.0,1
1967,7.0,1
1968,17.0,1
1969,19.5,1
1970,-35.5,0
1971,17.0,1
1972,17.0,1
1973,17.0,1
1974,17.0,1
1975,19.5,1
1976,17.0,1
1977,17.0,1
1978,2.0,1
1979,17.0,1
1980,19.5,1
1981,17.0,1
1982,17.0,1
1983,19.5,1
1984,17.0,1
1985,14.5,1
1986,14.5,1
1987,17.0,1
1988,4.5,1
1989,-8.0,0
1990,-13.0,0
1991,14.5,1
1992,14.5,1
1993,14.5,1
1994,14.5,1
1995,17.0,1
1996,17.0,1
1997,14.5,1
1998,17.0,1
1999,12.0,1
