seed,method,delivered,hops,delay
42,BCR,True,20.0,126.27999999999999
42,BCR,False,inf,0.0
42,BCR,True,38.0,203.45000000000002
42,BCR,True,5.0,26.7
42,BCR,True,22.0,117.2
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,True,30.0,174.79000000000002
42,BCR,True,12.0,71.65
42,BCR,False,inf,0.0
42,BCR,True,13.0,68.49999999999999
42,BCR,True,16.0,81.07000000000001
42,BCR,True,6.0,29.27
42,BCR,True,31.0,174.85
42,BCR,False,inf,0.0
42,BCR,True,35.0,194.53000000000003
42,BCR,False,inf,0.0
42,BCR,True,35.0,177.74000000000004
42,BCR,True,17.0,97.36
42,BCR,True,2.0,18.810000000000002
42,BCR,True,27.0,156.41
42,BCR,False,inf,0.0
42,BCR,True,13.0,66.11999999999999
42,BCR,True,26.0,143.4
42,BCR,True,22.0,119.48
42,BCR,True,32.0,183.88000000000002
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,True,18.0,107.19000000000001
42,BCR,True,10.0,60.440000000000005
42,BCR,True,17.0,93.10999999999999
42,BCR,True,20.0,113.77
42,BCR,True,4.0,25.240000000000002
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,True,9.0,63.99
42,BCR,True,18.0,95.56
42,BCR,True,2.0,17.509999999999998
42,BCR,True,28.0,164.60000000000002
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,True,13.0,67.56000000000002
42,BCR,False,inf,0.0
42,BCR,True,21.0,118.14999999999999
42,BCR,True,7.0,40.93
42,BCR,False,inf,0.0
42,BCR,True,11.0,60.21
42,BCR,False,inf,0.0
42,BCR,True,17.0,92.63999999999999
42,BCR,True,19.0,106.97000000000001
42,BCR,False,inf,0.0
42,BCR,True,20.0,108.2
42,BCR,True,6.0,30.12
42,BCR,False,inf,0.0
42,BCR,True,11.0,66.50000000000001
42,BCR,True,20.0,104.22999999999999
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,True,12.0,73.58
42,BCR,False,inf,0.0
42,BCR,True,2.0,7.93
42,BCR,True,31.0,174.42000000000002
42,BCR,True,32.0,166.77
42,BCR,True,11.0,63.42
42,BCR,True,21.0,115.21000000000001
42,BCR,False,inf,0.0
42,BCR,True,14.0,82.30999999999999
42,BCR,True,7.0,51.81
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,True,8.0,47.13000000000001
42,BCR,True,21.0,132.67
42,BCR,True,22.0,120.85999999999999
42,BCR,True,23.0,124.78000000000002
42,BCR,True,26.0,147.85999999999999
42,BCR,False,inf,0.0
42,BCR,False,inf,0.0
42,BCR,True,19.0,104.74
42,BCR,True,27.0,155.16
42,BCR,True,33.0,178.93
42,BCR,True,25.0,142.71
