seed,pdr,avg_hops,n_delivered
42,52.0,2.1346153846153846,52
7,71.0,2.2816901408450705,71
13,66.0,2.242424242424242,66
21,48.0,2.2291666666666665,48
99,48.0,2.3333333333333335,48
3,63.0,2.2222222222222223,63
17,57.99999999999999,2.4655172413793105,58
55,70.0,2.6142857142857143,70
8,56.99999999999999,2.3333333333333335,57
34,40.0,1.975,40
